country,Date,Currency(USD)
SRILANKA,2018-06-01,0.00630716
SRILANKA,2018-06-04,0.00631114
SRILANKA,2018-06-05,0.00632111
SRILANKA,2018-06-06,0.00630517
SRILANKA,2018-06-07,0.00629723
SRILANKA,2018-06-08,0.00628931
SRILANKA,2018-06-11,0.00628536
SRILANKA,2018-06-12,0.00627353
SRILANKA,2018-06-13,0.00626566
SRILANKA,2018-06-14,0.00626959
SRILANKA,2018-06-15,0.00626959
SRILANKA,2018-06-18,0.00625782
SRILANKA,2018-06-19,0.00625391
SRILANKA,2018-06-20,0.00625782
SRILANKA,2018-06-21,0.00627353
SRILANKA,2018-06-22,0.00629327
SRILANKA,2018-06-25,0.00629723
SRILANKA,2018-06-26,0.00631912
SRILANKA,2018-06-27,0.00631912
SRILANKA,2018-06-28,0.00632111
SRILANKA,2018-06-29,0.00632111
SRILANKA,2018-07-02,0.00631712
SRILANKA,2018-07-03,0.00631712
SRILANKA,2018-07-04,0.00630519
SRILANKA,2018-07-05,0.00629327
SRILANKA,2018-07-06,0.00628536
SRILANKA,2018-07-09,0.00627943
SRILANKA,2018-07-10,0.00628141
SRILANKA,2018-07-11,0.00627746
SRILANKA,2018-07-12,0.00627746
SRILANKA,2018-07-13,0.00627156
SRILANKA,2018-07-16,0.00626174
SRILANKA,2018-07-17,0.00625782
SRILANKA,2018-07-18,0.00625782
SRILANKA,2018-07-19,0.00625586
SRILANKA,2018-07-20,0.00625586
SRILANKA,2018-07-23,0.00627353
SRILANKA,2018-07-24,0.00627549
SRILANKA,2018-07-25,0.00626959
SRILANKA,2018-07-26,0.00626959
SRILANKA,2018-07-27,0.00626959
SRILANKA,2018-07-30,0.00626763
SRILANKA,2018-07-31,0.00626763
SRILANKA,2018-08-01,0.00627353
SRILANKA,2018-08-02,0.00626566
SRILANKA,2018-08-03,0.00626174
SRILANKA,2018-08-06,0.0062637
SRILANKA,2018-08-07,0.0062637
SRILANKA,2018-08-08,0.00625978
SRILANKA,2018-08-09,0.00625586
SRILANKA,2018-08-10,0.00625586
SRILANKA,2018-08-13,0.00625391
SRILANKA,2018-08-14,0.00624805
SRILANKA,2018-08-15,0.00624805
SRILANKA,2018-08-16,0.00623441
SRILANKA,2018-08-17,0.00623636
SRILANKA,2018-08-20,0.00623441
SRILANKA,2018-08-21,0.00623053
SRILANKA,2018-08-22,0.00623053
SRILANKA,2018-08-23,0.00622665
SRILANKA,2018-08-24,0.00621504
SRILANKA,2018-08-27,0.00620925
SRILANKA,2018-08-28,0.00620347
SRILANKA,2018-08-29,0.00619963
SRILANKA,2018-08-30,0.00619771
SRILANKA,2018-08-31,0.00619579
SRILANKA,2018-09-03,0.00618813
SRILANKA,2018-09-04,0.00618047
SRILANKA,2018-09-05,0.00616903
SRILANKA,2018-09-06,0.00619579
SRILANKA,2018-09-07,0.00617475
SRILANKA,2018-09-10,0.00616143
SRILANKA,2018-09-11,0.00616523
SRILANKA,2018-09-12,0.00615764
SRILANKA,2018-09-13,0.00614439
SRILANKA,2018-09-14,0.00611247
SRILANKA,2018-09-17,0.00606796
SRILANKA,2018-09-18,0.006035
SRILANKA,2018-09-19,0.00598802
SRILANKA,2018-09-20,0.0059312
SRILANKA,2018-09-21,0.0059312
SRILANKA,2018-09-24,0.0059312
SRILANKA,2018-09-25,0.00593296
SRILANKA,2018-09-26,0.00592417
SRILANKA,2018-09-27,0.00591366
SRILANKA,2018-09-28,0.00591716
SRILANKA,2018-10-01,0.00592066
SRILANKA,2018-10-02,0.00591017
SRILANKA,2018-10-03,0.00589275
SRILANKA,2018-10-04,0.00588755
SRILANKA,2018-10-05,0.00587544
SRILANKA,2018-10-08,0.00586341
SRILANKA,2018-10-09,0.00585138
SRILANKA,2018-10-10,0.00584795
SRILANKA,2018-10-11,0.00584454
SRILANKA,2018-10-12,0.00589971
SRILANKA,2018-10-15,0.00587889
SRILANKA,2018-10-16,0.00586166
SRILANKA,2018-10-17,0.0058548
SRILANKA,2018-10-18,0.00584454
SRILANKA,2018-10-19,0.00582751
SRILANKA,2018-10-22,0.00580046
SRILANKA,2018-10-23,0.00580046
SRILANKA,2018-10-24,0.00580046
SRILANKA,2018-10-25,0.0057971
SRILANKA,2018-10-26,0.00579374
SRILANKA,2018-10-29,0.00575705
SRILANKA,2018-10-30,0.00574383
SRILANKA,2018-10-31,0.00570451
SRILANKA,2018-11-01,0.00574713
SRILANKA,2018-11-02,0.00574383
SRILANKA,2018-11-05,0.00574383
SRILANKA,2018-11-06,0.00574383
SRILANKA,2018-11-07,0.00573066
SRILANKA,2018-11-08,0.0057241
SRILANKA,2018-11-09,0.00571755
SRILANKA,2018-11-12,0.0057013
SRILANKA,2018-11-13,0.00568505
SRILANKA,2018-11-14,0.00568505
SRILANKA,2018-11-15,0.00566733
SRILANKA,2018-11-16,0.00566572
SRILANKA,2018-11-19,0.00564972
SRILANKA,2018-11-20,0.00564972
SRILANKA,2018-11-21,0.00560224
SRILANKA,2018-11-22,0.00558819
SRILANKA,2018-11-23,0.00557414
SRILANKA,2018-11-26,0.00555556
SRILANKA,2018-11-27,0.00555247
SRILANKA,2018-11-28,0.00557414
SRILANKA,2018-11-29,0.00557103
SRILANKA,2018-11-30,0.00560224
SRILANKA,2018-12-03,0.0055991
SRILANKA,2018-12-04,0.00559284
SRILANKA,2018-12-05,0.00558972
SRILANKA,2018-12-06,0.00558659
SRILANKA,2018-12-07,0.00560538
SRILANKA,2018-12-10,0.00559597
SRILANKA,2018-12-11,0.00558347
SRILANKA,2018-12-12,0.0055788
SRILANKA,2018-12-13,0.00557103
SRILANKA,2018-12-14,0.00556793
SRILANKA,2018-12-17,0.00556483
SRILANKA,2018-12-18,0.00556174
SRILANKA,2018-12-19,0.00555247
SRILANKA,2018-12-20,0.0055325
SRILANKA,2018-12-21,0.00552486
SRILANKA,2018-12-24,#VALUE!
SRILANKA,2018-12-25,#VALUE!
SRILANKA,2018-12-26,0.00550267
SRILANKA,2018-12-27,0.00549149
SRILANKA,2018-12-28,0.00547345
SRILANKA,2018-12-31,0.00547645
SRILANKA,2019-01-01,0.00547346
SRILANKA,2019-01-02,0.00547046
SRILANKA,2019-01-03,0.00547495
SRILANKA,2019-01-04,0.00547945
SRILANKA,2019-01-07,0.00549149
SRILANKA,2019-01-08,0.00547945
SRILANKA,2019-01-09,0.00548546
SRILANKA,2019-01-10,0.00549753
SRILANKA,2019-01-11,0.00550055
SRILANKA,2019-01-14,0.00549602
SRILANKA,2019-01-15,0.00549149
SRILANKA,2019-01-16,0.00548847
SRILANKA,2019-01-17,0.00551268
SRILANKA,2019-01-18,0.00551268
SRILANKA,2019-01-21,0.00550284
SRILANKA,2019-01-22,0.005493
SRILANKA,2019-01-23,0.00549451
SRILANKA,2019-01-24,0.00550964
SRILANKA,2019-01-25,0.00550964
SRILANKA,2019-01-28,0.00551116
SRILANKA,2019-01-29,0.0055371
SRILANKA,2019-01-30,0.00558191
SRILANKA,2019-01-31,0.00561325
SRILANKA,2019-02-01,0.00566893
SRILANKA,2019-02-04,0.00566893
SRILANKA,2019-02-05,0.00561798
SRILANKA,2019-02-06,0.00563698
SRILANKA,2019-02-07,0.0056338
SRILANKA,2019-02-08,0.0056338
SRILANKA,2019-02-11,0.00563222
SRILANKA,2019-02-12,0.00561167
SRILANKA,2019-02-13,0.00560852
SRILANKA,2019-02-14,0.00560538
SRILANKA,2019-02-15,0.00560224
SRILANKA,2019-02-18,0.00558819
SRILANKA,2019-02-19,0.00557414
SRILANKA,2019-02-20,0.00557491
SRILANKA,2019-02-21,0.00557569
SRILANKA,2019-02-22,0.00557724
SRILANKA,2019-02-25,0.00556793
SRILANKA,2019-02-26,0.00556483
SRILANKA,2019-02-27,0.00556483
SRILANKA,2019-02-28,0.00555864
SRILANKA,2019-03-01,0.00556793
SRILANKA,2019-03-04,0.00556793
SRILANKA,2019-03-05,0.00559128
SRILANKA,2019-03-06,0.00560852
SRILANKA,2019-03-07,0.00560224
SRILANKA,2019-03-08,0.00560538
SRILANKA,2019-03-11,0.00560381
SRILANKA,2019-03-12,0.0055991
SRILANKA,2019-03-13,0.00559284
SRILANKA,2019-03-14,0.00559284
SRILANKA,2019-03-15,0.00560538
SRILANKA,2019-03-18,0.00561167
SRILANKA,2019-03-19,0.00560538
SRILANKA,2019-03-20,0.00560538
SRILANKA,2019-03-21,0.00561956
SRILANKA,2019-03-22,0.00561956
SRILANKA,2019-03-25,0.0056164
SRILANKA,2019-03-26,0.00564175
SRILANKA,2019-03-27,0.0056802
SRILANKA,2019-03-28,0.00567859
SRILANKA,2019-03-29,0.00570288
SRILANKA,2019-04-01,0.00573888
SRILANKA,2019-04-02,0.00573394
SRILANKA,2019-04-03,0.00572738
SRILANKA,2019-04-04,0.00573066
SRILANKA,2019-04-05,0.0057241
SRILANKA,2019-04-08,0.00572902
SRILANKA,2019-04-09,0.00572574
SRILANKA,2019-04-10,0.00572902
SRILANKA,2019-04-11,0.0057323
SRILANKA,2019-04-12,0.00573066
SRILANKA,2019-04-15,0.00573066
SRILANKA,2019-04-16,0.00572738
SRILANKA,2019-04-17,0.00573066
SRILANKA,2019-04-18,0.00574878
SRILANKA,2019-04-19,0.00574878
SRILANKA,2019-04-22,0.00573066
SRILANKA,2019-04-23,0.00573066
SRILANKA,2019-04-24,0.0057241
SRILANKA,2019-04-25,0.00571429
SRILANKA,2019-04-26,0.00570776
SRILANKA,2019-04-29,0.00569476
SRILANKA,2019-04-30,0.00568182
SRILANKA,2019-05-01,0.00568182
SRILANKA,2019-05-02,0.00566893
SRILANKA,2019-05-03,0.00564493
SRILANKA,2019-05-06,0.00564334
SRILANKA,2019-05-07,0.00565771
SRILANKA,2019-05-08,0.00573394
SRILANKA,2019-05-09,0.00570776
SRILANKA,2019-05-10,0.00568246
SRILANKA,2019-05-13,0.00566572
SRILANKA,2019-05-14,0.00566926
SRILANKA,2019-05-15,0.00567859
SRILANKA,2019-05-16,0.00568505
SRILANKA,2019-05-17,0.00569152
SRILANKA,2019-05-20,0.00569152
SRILANKA,2019-05-21,0.00567956
SRILANKA,2019-05-22,0.00567054
SRILANKA,2019-05-23,0.00567054
SRILANKA,2019-05-24,0.00567054
SRILANKA,2019-05-27,0.00567376
SRILANKA,2019-05-28,0.00567698
SRILANKA,2019-05-29,0.00567698
SRILANKA,2019-05-30,0.00567376
SRILANKA,2019-05-31,0.00567344
SRILANKA,2019-06-03,0.00566893
SRILANKA,2019-06-04,0.00567054
SRILANKA,2019-06-05,0.00567376
SRILANKA,2019-06-06,0.00567054
SRILANKA,2019-06-07,0.00567376
SRILANKA,2019-06-10,0.00567215
SRILANKA,2019-06-11,0.00566926
SRILANKA,2019-06-12,0.00566765
SRILANKA,2019-06-13,0.00566572
SRILANKA,2019-06-14,0.00565995
SRILANKA,2019-06-17,0.00565931
SRILANKA,2019-06-18,0.00566059
SRILANKA,2019-06-19,0.00566059
SRILANKA,2019-06-20,0.00566091
SRILANKA,2019-06-21,0.00566412
SRILANKA,2019-06-24,0.00566893
SRILANKA,2019-06-25,0.00566926
SRILANKA,2019-06-26,0.00566572
SRILANKA,2019-06-27,0.00566572
SRILANKA,2019-06-28,0.00567054
SRILANKA,2019-07-01,0.00567537
SRILANKA,2019-07-02,0.00567376
SRILANKA,2019-07-03,0.00568343
SRILANKA,2019-07-04,0.00568182
SRILANKA,2019-07-05,0.0056802
SRILANKA,2019-07-08,0.00567859
SRILANKA,2019-07-09,0.00569476
SRILANKA,2019-07-10,0.00570451
SRILANKA,2019-07-11,0.00570451
SRILANKA,2019-07-12,0.00570125
SRILANKA,2019-07-15,0.00569476
SRILANKA,2019-07-16,0.0056815
SRILANKA,2019-07-17,0.00569476
SRILANKA,2019-07-18,0.00569314
SRILANKA,2019-07-19,0.0056899
SRILANKA,2019-07-22,0.0056899
SRILANKA,2019-07-23,0.00568182
SRILANKA,2019-07-24,0.00567666
SRILANKA,2019-07-25,0.00567859
SRILANKA,2019-07-26,0.00567859
SRILANKA,2019-07-29,0.00567827
SRILANKA,2019-07-30,0.00567698
SRILANKA,2019-07-31,0.00567215
SRILANKA,2019-08-01,0.00566765
SRILANKA,2019-08-02,0.00566251
SRILANKA,2019-08-05,0.00565611
SRILANKA,2019-08-06,0.00563857
SRILANKA,2019-08-07,0.00564016
SRILANKA,2019-08-08,0.00565611
SRILANKA,2019-08-09,0.00565771
SRILANKA,2019-08-12,0.00565771
SRILANKA,2019-08-13,0.00565451
SRILANKA,2019-08-14,0.00565451
SRILANKA,2019-08-15,0.00564653
SRILANKA,2019-08-16,0.00564653
SRILANKA,2019-08-19,0.00564016
SRILANKA,2019-08-20,0.00562114
SRILANKA,2019-08-21,0.00559441
SRILANKA,2019-08-22,0.00557414
SRILANKA,2019-08-23,0.00556143
SRILANKA,2019-08-26,0.00557103
SRILANKA,2019-08-27,0.00556638
SRILANKA,2019-08-28,0.00554939
SRILANKA,2019-08-29,0.00554785
SRILANKA,2019-08-30,0.00558036
SRILANKA,2019-09-02,0.00556487
SRILANKA,2019-09-03,0.00554939
SRILANKA,2019-09-04,0.0055417
SRILANKA,2019-09-05,0.00553557
SRILANKA,2019-09-06,0.00553097
SRILANKA,2019-09-09,0.00554324
SRILANKA,2019-09-10,0.00554631
SRILANKA,2019-09-11,0.00554723
SRILANKA,2019-09-12,0.00554631
SRILANKA,2019-09-13,0.00556359
SRILANKA,2019-09-16,0.00554477
SRILANKA,2019-09-17,0.00553863
SRILANKA,2019-09-18,0.00553557
SRILANKA,2019-09-19,0.00552944
SRILANKA,2019-09-20,0.00552181
SRILANKA,2019-09-23,0.00551268
SRILANKA,2019-09-24,0.00552334
SRILANKA,2019-09-25,0.00551146
SRILANKA,2019-09-26,0.00550509
SRILANKA,2019-09-27,0.00550055
SRILANKA,2019-09-30,0.00549451
SRILANKA,2019-10-01,0.00548847
SRILANKA,2019-10-02,0.00550358
SRILANKA,2019-10-03,0.00551359
SRILANKA,2019-10-04,0.0055142
SRILANKA,2019-10-07,0.00552883
SRILANKA,2019-10-08,0.00554631
SRILANKA,2019-10-09,0.0055417
SRILANKA,2019-10-10,0.00554017
SRILANKA,2019-10-11,0.00553557
SRILANKA,2019-10-14,0.00552033
SRILANKA,2019-10-15,0.00550509
SRILANKA,2019-10-16,0.00549753
SRILANKA,2019-10-17,0.00549753
SRILANKA,2019-10-18,0.00549753
SRILANKA,2019-10-21,0.00550358
SRILANKA,2019-10-22,0.00550812
SRILANKA,2019-10-23,0.00551572
SRILANKA,2019-10-24,0.00552181
SRILANKA,2019-10-25,0.00551876
SRILANKA,2019-10-28,0.0055142
SRILANKA,2019-10-29,0.00551116
SRILANKA,2019-10-30,0.00550964
SRILANKA,2019-10-31,0.00552334
SRILANKA,2019-11-01,0.00552181
SRILANKA,2019-11-04,0.0055417
SRILANKA,2019-11-05,0.00554939
SRILANKA,2019-11-06,0.00554017
SRILANKA,2019-11-07,0.00553434
SRILANKA,2019-11-08,0.00554017
SRILANKA,2019-11-11,0.00554278
SRILANKA,2019-11-12,0.00554539
SRILANKA,2019-11-13,0.00554939
SRILANKA,2019-11-14,0.00554631
SRILANKA,2019-11-15,0.0055537
SRILANKA,2019-11-18,0.00557258
SRILANKA,2019-11-19,0.0055788
SRILANKA,2019-11-20,0.00558036
SRILANKA,2019-11-21,0.00556793
SRILANKA,2019-11-22,0.00555772
SRILANKA,2019-11-25,0.00552944
SRILANKA,2019-11-26,0.00550964
SRILANKA,2019-11-27,0.00552639
SRILANKA,2019-11-28,0.00552792
SRILANKA,2019-11-29,0.00552944
SRILANKA,2019-12-02,0.00551724
SRILANKA,2019-12-03,0.00550964
SRILANKA,2019-12-04,0.00552059
SRILANKA,2019-12-05,0.00551268
SRILANKA,2019-12-06,0.00552181
SRILANKA,2019-12-09,0.0055209
SRILANKA,2019-12-10,0.00552395
SRILANKA,2019-12-11,0.00552395
SRILANKA,2019-12-12,0.00553097
SRILANKA,2019-12-13,0.00552486
SRILANKA,2019-12-16,0.00552273
SRILANKA,2019-12-17,0.00552181
SRILANKA,2019-12-18,0.00552181
SRILANKA,2019-12-19,0.00551268
SRILANKA,2019-12-20,0.00552486
SRILANKA,2019-12-23,0.00551724
SRILANKA,2019-12-24,0.00551572
SRILANKA,2019-12-25,0.00551572
SRILANKA,2019-12-26,0.00551572
SRILANKA,2019-12-27,0.0055142
SRILANKA,2019-12-30,0.00550661
SRILANKA,2019-12-31,0.00551572
SRILANKA,2020-01-01,0.00551785
SRILANKA,2020-01-02,0.00551998
SRILANKA,2020-01-03,0.00551876
SRILANKA,2020-01-06,0.00551876
SRILANKA,2020-01-07,0.00551998
SRILANKA,2020-01-08,0.00550964
SRILANKA,2020-01-09,0.00551572
SRILANKA,2020-01-10,0.00552212
SRILANKA,2020-01-13,0.00551116
SRILANKA,2020-01-14,0.00551298
SRILANKA,2020-01-15,0.00551298
SRILANKA,2020-01-16,0.00551298
SRILANKA,2020-01-17,0.00551998
SRILANKA,2020-01-20,0.00551709
SRILANKA,2020-01-21,0.0055142
SRILANKA,2020-01-22,0.0055142
SRILANKA,2020-01-23,0.00551116
SRILANKA,2020-01-24,0.00550964
SRILANKA,2020-01-27,0.00551268
SRILANKA,2020-01-28,0.00551968
SRILANKA,2020-01-29,0.00551268
SRILANKA,2020-01-30,0.00551268
SRILANKA,2020-01-31,0.0055142
SRILANKA,2020-02-03,0.00551268
SRILANKA,2020-02-04,0.00551298
SRILANKA,2020-02-05,0.00551298
SRILANKA,2020-02-06,0.00551572
SRILANKA,2020-02-07,0.0055142
SRILANKA,2020-02-10,0.00551298
SRILANKA,2020-02-11,0.00551268
SRILANKA,2020-02-12,0.0055142
SRILANKA,2020-02-13,0.00551268
SRILANKA,2020-02-14,0.00551238
SRILANKA,2020-02-17,0.00551101
SRILANKA,2020-02-18,0.00550964
SRILANKA,2020-02-19,0.00549753
SRILANKA,2020-02-20,0.00550812
SRILANKA,2020-02-21,0.0055142
SRILANKA,2020-02-24,0.00550509
SRILANKA,2020-02-25,0.00550661
SRILANKA,2020-02-26,0.00550661
SRILANKA,2020-02-27,0.00550206
SRILANKA,2020-02-28,0.00549904
SRILANKA,2020-03-02,0.00549149
SRILANKA,2020-03-03,0.00549451
SRILANKA,2020-03-04,0.00549602
SRILANKA,2020-03-05,0.00550055
SRILANKA,2020-03-06,0.00549904
SRILANKA,2020-03-09,0.00550812
SRILANKA,2020-03-10,0.00548246
SRILANKA,2020-03-11,0.00547975
SRILANKA,2020-03-12,0.00547196
SRILANKA,2020-03-13,0.00544633
SRILANKA,2020-03-16,0.00543774
SRILANKA,2020-03-17,0.00541126
SRILANKA,2020-03-18,0.00538648
SRILANKA,2020-03-19,0.00536682
SRILANKA,2020-03-20,0.00534759
SRILANKA,2020-03-23,0.00535647
SRILANKA,2020-03-24,0.00535647
SRILANKA,2020-03-25,0.00535647
SRILANKA,2020-03-26,0.00535647
SRILANKA,2020-03-27,0.00535647
SRILANKA,2020-03-30,0.00535647
SRILANKA,2020-03-31,0.00535647
SRILANKA,2020-04-01,0.00535647
SRILANKA,2020-04-02,0.00535647
SRILANKA,2020-04-03,0.00526039
SRILANKA,2020-04-06,0.00518135
SRILANKA,2020-04-07,0.00521921
SRILANKA,2020-04-08,0.00521921
SRILANKA,2020-04-09,0.00524934
SRILANKA,2020-04-10,0.00521921
SRILANKA,2020-04-13,0.00521921
SRILANKA,2020-04-14,0.00521921
SRILANKA,2020-04-15,0.00521921
SRILANKA,2020-04-16,0.00522193
SRILANKA,2020-04-17,0.00522193
SRILANKA,2020-04-20,0.00520833
SRILANKA,2020-04-21,0.00520833
SRILANKA,2020-04-22,0.00518135
SRILANKA,2020-04-23,0.00519481
SRILANKA,2020-04-24,0.00519724
SRILANKA,2020-04-27,0.0051994
SRILANKA,2020-04-28,0.00520291
SRILANKA,2020-04-29,0.00521159
SRILANKA,2020-04-30,0.00521159
SRILANKA,2020-05-01,0.00521159
SRILANKA,2020-05-04,0.00525735
SRILANKA,2020-05-05,0.00530223
SRILANKA,2020-05-06,0.00533106
SRILANKA,2020-05-07,0.00533106
SRILANKA,2020-05-08,0.00533106
SRILANKA,2020-05-11,0.00531915
SRILANKA,2020-05-12,0.00531915
SRILANKA,2020-05-13,0.00531915
SRILANKA,2020-05-14,0.00533333
SRILANKA,2020-05-15,0.00533561
SRILANKA,2020-05-18,0.00533618
SRILANKA,2020-05-19,0.00533618
SRILANKA,2020-05-20,0.00534759
SRILANKA,2020-05-21,0.00536193
SRILANKA,2020-05-22,0.00539084
SRILANKA,2020-05-25,0.00538359
SRILANKA,2020-05-26,0.00537634
SRILANKA,2020-05-27,0.00537057
SRILANKA,2020-05-28,0.00536769
SRILANKA,2020-05-29,0.00537057
SRILANKA,2020-06-01,0.00537634
SRILANKA,2020-06-02,0.00538213
SRILANKA,2020-06-03,0.00538358
SRILANKA,2020-06-04,0.00539374
SRILANKA,2020-06-05,0.00539578
SRILANKA,2020-06-08,0.00540394
SRILANKA,2020-06-09,0.00540541
SRILANKA,2020-06-10,0.00540541
SRILANKA,2020-06-11,0.00540249
SRILANKA,2020-06-12,0.00539957
SRILANKA,2020-06-15,0.00537924
SRILANKA,2020-06-16,0.00537634
SRILANKA,2020-06-17,0.00536452
SRILANKA,2020-06-18,0.00536049
SRILANKA,2020-06-19,0.00537143
SRILANKA,2020-06-22,0.00536049
SRILANKA,2020-06-23,0.00536193
SRILANKA,2020-06-24,0.00536107
SRILANKA,2020-06-25,0.00536625
SRILANKA,2020-06-26,0.00536682
SRILANKA,2020-06-29,0.00537346
SRILANKA,2020-06-30,0.00537259
SRILANKA,2020-07-01,0.00537201
SRILANKA,2020-07-02,0.0053749
SRILANKA,2020-07-03,0.00537924
SRILANKA,2020-07-06,0.00538358
SRILANKA,2020-07-07,0.00538068
SRILANKA,2020-07-08,0.00538358
SRILANKA,2020-07-09,0.00538706
SRILANKA,2020-07-10,0.00538706
SRILANKA,2020-07-13,0.00538068
SRILANKA,2020-07-14,0.00538213
SRILANKA,2020-07-15,0.00538213
SRILANKA,2020-07-16,0.00538503
SRILANKA,2020-07-17,0.00538503
SRILANKA,2020-07-20,0.00538358
SRILANKA,2020-07-21,0.00538358
SRILANKA,2020-07-22,0.00538358
SRILANKA,2020-07-23,0.00538358
SRILANKA,2020-07-24,0.00538358
SRILANKA,2020-07-27,0.00538503
SRILANKA,2020-07-28,0.00538358
SRILANKA,2020-07-29,0.00538503
SRILANKA,2020-07-30,0.00538793
SRILANKA,2020-07-31,0.00540336
SRILANKA,2020-08-03,0.00540336
SRILANKA,2020-08-04,0.00539084
SRILANKA,2020-08-05,0.00539229
SRILANKA,2020-08-06,0.00539374
SRILANKA,2020-08-07,0.00539957
SRILANKA,2020-08-10,0.00541419
SRILANKA,2020-08-11,0.00543626
SRILANKA,2020-08-12,0.00546747
SRILANKA,2020-08-13,0.00547046
SRILANKA,2020-08-14,0.0054606
SRILANKA,2020-08-17,0.0054606
SRILANKA,2020-08-18,0.005428
SRILANKA,2020-08-19,0.00537346
SRILANKA,2020-08-20,0.00542446
SRILANKA,2020-08-21,0.00542005
SRILANKA,2020-08-24,0.00540833
SRILANKA,2020-08-25,0.00536481
SRILANKA,2020-08-26,0.00537057
SRILANKA,2020-08-27,0.00537924
SRILANKA,2020-08-28,0.00536769
SRILANKA,2020-08-31,0.00538213
SRILANKA,2020-09-01,0.00538213
SRILANKA,2020-09-02,0.00539957
SRILANKA,2020-09-03,0.00539665
SRILANKA,2020-09-04,0.00540394
SRILANKA,2020-09-07,0.00541568
SRILANKA,2020-09-08,0.00542741
SRILANKA,2020-09-09,0.00542446
SRILANKA,2020-09-10,0.00541419
SRILANKA,2020-09-11,0.00542152
SRILANKA,2020-09-14,0.00542888
SRILANKA,2020-09-15,0.00542594
SRILANKA,2020-09-16,0.00540833
SRILANKA,2020-09-17,0.00540541
SRILANKA,2020-09-18,0.00539229
SRILANKA,2020-09-21,0.00539171
SRILANKA,2020-09-22,0.00539665
SRILANKA,2020-09-23,0.00541126
SRILANKA,2020-09-24,0.00540249
SRILANKA,2020-09-25,0.00539957
SRILANKA,2020-09-28,0.00540044
SRILANKA,2020-09-29,0.00540249
SRILANKA,2020-09-30,0.00540833
SRILANKA,2020-10-01,0.00541126
SRILANKA,2020-10-02,0.00542299
SRILANKA,2020-10-05,0.00541565
SRILANKA,2020-10-06,0.00541859
SRILANKA,2020-10-07,0.00542299
SRILANKA,2020-10-08,0.00543036
SRILANKA,2020-10-09,0.00542888
SRILANKA,2020-10-12,0.00542667
SRILANKA,2020-10-13,0.00542446
SRILANKA,2020-10-14,0.00541565
SRILANKA,2020-10-15,0.00542005
SRILANKA,2020-10-16,0.00542888
SRILANKA,2020-10-19,0.00542446
SRILANKA,2020-10-20,0.00542005
SRILANKA,2020-10-21,0.00542741
SRILANKA,2020-10-22,0.00542446
SRILANKA,2020-10-23,0.00542594
SRILANKA,2020-10-26,0.00542594
SRILANKA,2020-10-27,0.00542594
SRILANKA,2020-10-28,0.00542594
SRILANKA,2020-10-29,0.00542741
SRILANKA,2020-10-30,0.00543006
SRILANKA,2020-11-02,0.00542152
SRILANKA,2020-11-03,0.00542594
SRILANKA,2020-11-04,0.00542652
SRILANKA,2020-11-05,0.00542152
SRILANKA,2020-11-06,0.00542152
SRILANKA,2020-11-09,0.00542152
SRILANKA,2020-11-10,0.00542005
SRILANKA,2020-11-11,0.00541932
SRILANKA,2020-11-12,0.00541859
SRILANKA,2020-11-13,0.00541712
SRILANKA,2020-11-16,0.00540511
SRILANKA,2020-11-17,0.00540249
SRILANKA,2020-11-18,0.00541565
SRILANKA,2020-11-19,0.00540833
SRILANKA,2020-11-20,0.00540541
SRILANKA,2020-11-23,0.00539957
SRILANKA,2020-11-24,0.00538967
SRILANKA,2020-11-25,0.00538793
SRILANKA,2020-11-26,#VALUE!
SRILANKA,2020-11-27,#VALUE!
SRILANKA,2020-11-30,0.00538967
SRILANKA,2020-12-01,0.00537924
SRILANKA,2020-12-02,0.00537953
SRILANKA,2020-12-03,0.00537808
SRILANKA,2020-12-04,0.00539084
SRILANKA,2020-12-07,0.00536769
SRILANKA,2020-12-08,0.00537346
SRILANKA,2020-12-09,0.00539025
SRILANKA,2020-12-10,0.00538213
SRILANKA,2020-12-11,0.00536625
SRILANKA,2020-12-14,0.00535705
SRILANKA,2020-12-15,0.00535017
SRILANKA,2020-12-16,0.00535045
SRILANKA,2020-12-17,0.00535246
SRILANKA,2020-12-18,0.00534759
SRILANKA,2020-12-21,0.00533049
SRILANKA,2020-12-22,0.00529101
SRILANKA,2020-12-23,0.00526316
SRILANKA,2020-12-24,#VALUE!
SRILANKA,2020-12-25,#VALUE!
SRILANKA,2020-12-28,0.00533333
SRILANKA,2020-12-29,0.00533106
SRILANKA,2020-12-30,0.00540541
SRILANKA,2020-12-31,0.00540541
SRILANKA,2021-01-01,0.00540584
SRILANKA,2021-01-04,0.00540628
SRILANKA,2021-01-05,0.00534931
SRILANKA,2021-01-06,0.00532992
SRILANKA,2021-01-07,0.00532396
SRILANKA,2021-01-08,0.00535992
SRILANKA,2021-01-11,0.00535992
SRILANKA,2021-01-12,0.00529101
SRILANKA,2021-01-13,0.00529101
SRILANKA,2021-01-14,0.00529101
SRILANKA,2021-01-15,0.00519481
SRILANKA,2021-01-18,0.00518808
SRILANKA,2021-01-19,0.00518135
SRILANKA,2021-01-20,0.0051473
SRILANKA,2021-01-21,0.00511326
SRILANKA,2021-01-22,0.00509113
SRILANKA,2021-01-25,0.00507563
SRILANKA,2021-01-26,0.00512821
SRILANKA,2021-01-27,0.0051784
SRILANKA,2021-01-28,0.0051784
SRILANKA,2021-01-29,0.00524934
SRILANKA,2021-02-01,0.00516796
SRILANKA,2021-02-02,0.00516796
SRILANKA,2021-02-03,0.00513189
