Country,Date,Currency(USD)*1000
Singapore,2022-07-27,720.3572972194207
Singapore,2022-07-28,724.1653993772178
Singapore,2022-07-29,724.0081088908196
Singapore,2022-08-01,726.6913741733885
Singapore,2022-08-02,724.6376811594204
Singapore,2022-08-03,723.6937328122739
Singapore,2022-08-04,726.1109497531223
Singapore,2022-08-05,723.6413633403286
Singapore,2022-08-08,725.531451788435
Singapore,2022-08-09,725.6367462448297
Singapore,2022-08-10,730.5135510263715
Singapore,2022-08-11,730.887297178775
Singapore,2022-08-12,729.0755322251385
Singapore,2022-08-15,726.427429899753
Singapore,2022-08-16,725.1631617113851
Singapore,2022-08-17,722.4911494834188
Singapore,2022-08-18,722.4911494834188
Singapore,2022-08-19,718.5972980741593
Singapore,2022-08-22,715.1029748283753
Singapore,2022-08-23,718.5456635769203
Singapore,2022-08-24,717.5660160734789
Singapore,2022-08-25,719.21749136939
Singapore,2022-08-26,718.3391997701315
Singapore,2022-08-29,716.5890361877464
Singapore,2022-08-30,715.4099298898269
Singapore,2022-08-31,716.6403898523721
Singapore,2022-09-01,713.2667617689016
Singapore,2022-09-02,714.8984844152129
Singapore,2022-09-05,713.0887438941777
Singapore,2022-09-06,711.288142826659
Singapore,2022-09-07,710.6310403638431
Singapore,2022-09-08,711.0858280594467
Singapore,2022-09-09,715.0518412584912
Singapore,2022-09-12,716.743119266055
Singapore,2022-09-13,711.288142826659
Singapore,2022-09-14,711.6424708226588
Singapore,2022-09-15,709.622480840193
Singapore,2022-09-16,710.7825716113441
Singapore,2022-09-19,709.8743522396536
Singapore,2022-09-20,709.4211123723042
Singapore,2022-09-21,706.7137809187279
Singapore,2022-09-22,704.8706562345809
Singapore,2022-09-23,700.280112044818
Singapore,2022-09-26,696.1849067112225
Singapore,2022-09-27,695.4586549829613
Singapore,2022-09-28,695.9426543252836
Singapore,2022-09-29,697.0098278385725
Singapore,2022-09-30,697.0098278385725
Singapore,2022-10-03,698.5679357317499
Singapore,2022-10-04,702.0499859590003
Singapore,2022-10-05,700.7217433956976
Singapore,2022-10-06,699.6431819771917
Singapore,2022-10-07,698.8120195667366
Singapore,2022-10-10,698.1290142418319
Singapore,2022-10-11,697.4473427256243
Singapore,2022-10-12,696.5728615213152
Singapore,2022-10-13,697.9828296223913
Singapore,2022-10-14,701.2622720897615
Singapore,2022-10-17,704.4237813468583
Singapore,2022-10-18,703.1359864997892
Singapore,2022-10-19,701.7543859649122
Singapore,2022-10-20,704.2749489400662
Singapore,2022-10-21,705.4673721340388
Singapore,2022-10-24,703.4822370735138
